date,type,registration,operator,fatalities,location,country,cat,year
08-MAY-1945,Douglas C-47A (DC-3),43-15351,USAAF,,Ergolding Advanc...,Germany,A1,1945
08-MAY-1945,Douglas C-47A (DC-3),42-24119,USAAF,,Helmstedt-Advanc...,Germany,A1,1945
08-MAY-1945,Junkers Ju-52/3mge,7U+OK (2),German AF,0,"Saltnessand, Buv...",Norway,A1,1945
08-MAY-1945,Consolidated C-109,44-49251,USAAF,,near ChÃ¢teaudun-Adva...,France,A1,1945
08-MAY-1945,Consolidated C-87,44-39204,USAAF,0,near Jorhat,India,A1,1945
09-MAY-1945,Curtiss C-46A,42-60965,USAAF,,near Mitu,China,A1,1945
09-MAY-1945,Douglas C-47B (DC-3),43-48880,USAAF,,RosiÃ¨res en Hay...,France,A1,1945
09-MAY-1945,Douglas C-47A (DC-3),94,CNAC,2,near Putao,Myanmar,A1,1945
09-MAY-1945,Consolidated C-109,43-51748,USAAF,,Hsinching Airfie...,China,A1,1945
09-MAY-1945,Douglas Dakota IV (DC-3),KN233,RAF,,Cox's Bazar Airp...,Bangladesh,A1,1945
09-MAY-1945,Douglas Dakota IV (DC-3),KK179,RAF,,Cox's Bazar Airp...,Bangladesh,A1,1945
09-MAY-1945,Douglas C-47A (DC-3),42-100507,USAAF,,Ergolding Advanc...,Germany,A1,1945
09-MAY-1945,Douglas C-47 (DC-3),41-38673,USAAF,,unknown,Unknown country,A1,1945
10-MAY-1945,Curtiss C-46D,42-101090,USAAF,0,,U.K.,A1,1945
10-MAY-1945,Curtiss C-46D,44-77406,USAAF,4,near Dungeness,U.K.,A1,1945
10-MAY-1945,Douglas C-47A (DC-3),A65-39,RAAF,7,between Tadji an...,P.N. Guinea,A1,1945
10-MAY-1945,Douglas C-54B (DC-4),43-17176,USAAF,,Georgetown-Widea...,St. Helena,A1,1945
11-MAY-1945,Douglas C-47A (DC-3),42-101023,USAAF,,Merseburg,Germany,A1,1945
11-MAY-1945,Douglas C-47A (DC-3),42-93664,USAAF,,Sorido Airstrip,Indonesia,A1,1945
11-MAY-1945,Douglas C-47A (DC-3),6807,South African AF,1,near Kisumu,Kenya,A1,1945
11-MAY-1945,Douglas C-47A (DC-3),42-23306,USAAF,,Sedalia Army Air...,USA,O1,1945
12-MAY-1945,Curtiss C-46A,42-107357,USAAF,,Marrakech,Morocco,A1,1945
12-MAY-1945,Douglas C-47B (DC-3),43-16383,USAAF,3,"near Cordelia, CA",USA,A1,1945
12-MAY-1945,Consolidated C-109,44-49238,USAAF,,Nivelles B-75 Ad...,Belgium,A1,1945
12-MAY-1945,Consolidated C-109,42-51411,USAAF,,near Jorhat (JRH),India,A1,1945
12-MAY-1945,Douglas C-47A (DC-3),42-93493,USAAF,,Fl. Blanc,Unknown country,A1,1945
13-MAY-1945,Lockheed 18 Lodestar,ZK-AHU,Union Airways,0,Auckland-Mangere...,New Zealand,A1,1945
13-MAY-1945,Douglas C-47B (DC-3),43-49788,USAAF,20,Irian Jaya,P.N. Guinea,A1,1945
13-MAY-1945,Douglas C-47B (DC-3),44-76234,USAAF,,near Ledo,India,A1,1945
13-MAY-1945,Douglas C-47A (DC-3),43-15366,USAAF,,Ledo Airfield,India,A1,1945
13-MAY-1945,Douglas C-47B (DC-3),43-16234,USAAF,,Ledo,India,A1,1945
13-MAY-1945,Consolidated C-109,44-48995,USAAF,,near Silchar,India,A1,1945
13-MAY-1945,Douglas C-47A (DC-3),42-23952,USAAF,21,"Hidden Valley, P...",Indonesia,A1,1945
13-MAY-1945,Douglas C-47A (DC-3),42-100617,USAAF,,Unknown,Unknown country,A1,1945
14-MAY-1945,Curtiss C-46D,44-77919,USAAF,,,Unknown country,A1,1945
14-MAY-1945,Consolidated PBY-5 Catalina,2426,US Navy,6,"near Daytona Beach, FL",USA,A1,1945
14-MAY-1945,Douglas C-47A (DC-3),42-100951,USAAF,,Unknown,Unknown country,A1,1945
14-MAY-1945,Douglas C-47A (DC-3),42-100582,USAAF,,Unknown,Unknown country,A1,1945
15-MAY-1945,Douglas C-47 (DC-3),42-5700,USAAF,,Angers-Arville A...,France,A1,1945
15-MAY-1945,Douglas C-47A (DC-3),42-100824,USAAF,,Risstissen-Advan...,Germany,A1,1945
15-MAY-1945,Douglas C-47B (DC-3),44-76649,USAAF,,within Kachin State,Myanmar,A1,1945
15-MAY-1945,Curtiss C-46A,42-107341,USAAF,0,near Joal,Senegal,A1,1945
16-MAY-1945,Curtiss C-46D,44-77477,USAAF,,,Unknown country,U1,1945
16-MAY-1945,Short Sunderland V,PP116,RAAF,1,Pembroke Dock RA...,U.K.,A1,1945
16-MAY-1945,Curtiss C-46A,42-96552,USAAF,,near Sookerating,India,A1,1945
16-MAY-1945,Junkers Ju-52/3m,22-95,Spanish AF,12,LeÃ³n,Spain,A1,1945
17-MAY-1945,Curtiss C-46D,44-77910,USAAF,,Kalaywa,Myanmar,A1,1945
17-MAY-1945,Douglas C-47A (DC-3),43-15785,USAAF,,Myitkyina North,Myanmar,A1,1945
17-MAY-1945,Douglas R4D-5 (DC-3),17133,US Navy,4,near Manus Island-Mom...,P.N. Guinea,A1,1945
18-MAY-1945,Curtiss C-46D,44-77369,USAAF,,,Unknown country,A1,1945
18-MAY-1945,Douglas C-47A (DC-3),43-15081,USAAF,,Beauvais-TillÃ© ...,France,A1,1945
18-MAY-1945,Douglas C-53D Skytrooper (DC-3),42-68843,USAAF,,Paris-Le Bourget...,France,A1,1945
18-MAY-1945,Consolidated PBY-5A Catalina,05041,US Navy,,Pearl Harbor NAS...,USA,A1,1945
18-MAY-1945,Douglas C-47A (DC-3),42-100466,USAAF,,Unknown,Unknown country,A1,1945
18-MAY-1945,Douglas Dakota IV (DC-3),KK217,RAF,,Beirut,Lebanon,A1,1945
19-MAY-1945,Douglas C-47A (DC-3),42-93338,USAAF,,near Mabein,Myanmar,A1,1945
19-MAY-1945,Consolidated PBY-5A Catalina,08030,US Navy,,"near Ocean View, VA [...",USA,A1,1945
19-MAY-1945,Consolidated C-109,44-49011,USAAF,,Kwanghan,China,A1,1945
20-MAY-1945,Curtiss C-46A,41-24681,USAAF,,,Unknown country,A1,1945
20-MAY-1945,Douglas Dakota IV (DC-3),KK180,RAF,,Yaping,China,A1,1945
20-MAY-1945,Douglas C-47B (DC-3),43-16170,USAAF,,Kharagpur,India,A1,1945
21-MAY-1945,Curtiss C-46A,43-47261,USAAF,,,China,A1,1945
21-MAY-1945,Douglas C-47A (DC-3),42-24027,USAAF,,Nice Advanced La...,France,A1,1945
22-MAY-1945,Douglas C-47B (DC-3),43-16356,USAAF,,near Nanhua,China,A1,1945
22-MAY-1945,Douglas Dakota III (DC-3),FL594,RAF,6,near Pegu,Myanmar,A1,1945
23-MAY-1945,Curtiss C-46D,42-101177,USAAF,,Chittagong Airfi...,Bangladesh,A1,1945
23-MAY-1945,Douglas C-47A (DC-3),42-100998,USAAF,4,Knollwood Airpor...,USA,A1,1945
23-MAY-1945,Curtiss C-46D,44-77507,USAAF,44,Taillefontaine,France,A1,1945
24-MAY-1945,Douglas C-54B (DC-4),42-72385,USAAF,0,Okinawa-Yontan F...,Japan,C1,1945
24-MAY-1945,Curtiss C-46A,42-60966,USAAF,,Kunming Airport ...,China,A1,1945
24-MAY-1945,Curtiss C-46D,42-101181,private,,near Cox's Bazaar,India,A1,1945
24-MAY-1945,Consolidated PBY-5A Catalina,48384,US Navy,0,"near Attu, AK",USA,A1,1945
24-MAY-1945,Douglas C-47B (DC-3),43-49402,USAAF,0,Okinawa-Yontan F...,Japan,C1,1945
24-MAY-1945,Curtiss R5C-1 (C-46A),39580,US Navy,,Saipan,Northern Mariana Isl,U1,1945
24-MAY-1945,Curtiss R5C-1 (C-46A),39608,US Navy,,Okinawa,Japan,U1,1945
24-MAY-1945,Douglas R4D-5 (DC-3),17162,US Navy,,near Okinawa,Japan,A1,1945
25-MAY-1945,Douglas C-47A (DC-3),42-100464,USAAF,,Tacloban,Philippines,A1,1945
25-MAY-1945,Douglas C-47A (DC-3),43-15243,USAAF,,Unknown,Unknown country,A1,1945
25-MAY-1945,Douglas Dakota IV (DC-3),KJ982,RAF,,Alon Airstrip,Myanmar,A1,1945
25-MAY-1945,Douglas Dakota III (DC-3),KG500,RAF,,near Kiel,Germany,A1,1945
25-MAY-1945,Douglas Dakota III (DC-3),KG590,RAF,,Hannover,Germany,A1,1945
26-MAY-1945,Curtiss C-46A,41-24749,USAAF,,near Myitkyina South,Myanmar,A1,1945
26-MAY-1945,Curtiss C-46D,44-78157,USAAF,,near Kunming,China,A1,1945
26-MAY-1945,Consolidated C-87,43-30605,USAAF,,Barrackpore,India,A1,1945
26-MAY-1945,Douglas Dakota III (DC-3),KG724,RAF,0,Yangon-Mingalado...,Myanmar,A1,1945
26-MAY-1945,Douglas C-47A (DC-3),42-93821,USAAF,,Mannheim Advance...,Germany,A1,1945
27-MAY-1945,Douglas C-47 (DC-3),42-32836,USAAF,,,India,A1,1945
27-MAY-1945,Curtiss C-46D,44-77330,USAAF,,,Unknown country,A1,1945
27-MAY-1945,Douglas C-47A (DC-3),42-92981,USAAF,4,Hukawng Valley,Myanmar,A1,1945
27-MAY-1945,Douglas C-47B (DC-3),43-49116,USAAF,,unknown,Unknown country,A1,1945
29-MAY-1945,Curtiss C-46A,43-47139,USAAF,,Chabua Airfield,India,A1,1945
29-MAY-1945,Curtiss C-46D,44-77366,USAAF,,,Unknown country,A1,1945
29-MAY-1945,Douglas C-47 (DC-3),41-7812,USAAF,,Mingaladon,Myanmar,A1,1945
29-MAY-1945,Curtiss C-46D,44-77462,USAAF,,,Unknown country,U1,1945
29-MAY-1945,Curtiss C-46D,44-77939,USAAF,,,Unknown country,A1,1945
29-MAY-1945,Douglas R4D-6 (DC-3),50818,US Navy,,"Winslow Airport,...",USA,A1,1945
29-MAY-1945,Douglas C-47B (DC-3),43-16248,USAAF,,near Mayaguana Island,Bahamas,A1,1945
30-MAY-1945,Curtiss C-46A,41-24747,USAAF,,,Unknown country,U1,1945
30-MAY-1945,Douglas C-47B (DC-3),44-76669,USAAF,,Meiktila,Myanmar,A1,1945
30-MAY-1945,Douglas R4D-5 (DC-3),17240,US Navy,,Venezia-Lido Air...,Italy,A1,1945
30-MAY-1945,Douglas C-47B (DC-3),44-76406,USAAF,21,near Drewin,Cote d'Ivoire,A1,1945
30-MAY-1945,Consolidated C-109,42-52023,USAAF,2,near Tura,India,A1,1945
31-MAY-1945,Curtiss C-46A,42-61037,USAAF,,Chanyi,China,A1,1945
31-MAY-1945,Curtiss C-46D,44-77857,USAAF,,,Unknown country,A1,1945
31-MAY-1945,Curtiss C-46A,42-96726,USAAF,,near Kunming,China,A1,1945
31-MAY-1945,Curtiss C-46A,42-61065,USAAF,,near Sookerating,India,A1,1945
??-MAY-1945,Douglas R4D-6 (DC-3),50803,US Navy,,Okinawa-Yontan F...,Japan,C1,1945
??-MAY-1945,Douglas C-53-DO (DC-3),XT-T55,CNAC,,unknown,Unknown country,U1,1945
01-JUN-1945,Douglas C-47B (DC-3),A65-62,RAAF,0,Longreach Airpor...,Australia,A1,1945
02-JUN-1945,Consolidated PBY-5A Catalina,46468,US Navy,8,near Iwo Jima,Pacific Ocean,A1,1945
02-JUN-1945,Douglas Dakota IV (DC-3),KN283,RAF,5,near Karin,India,A1,1945
02-JUN-1945,Douglas C-47A (DC-3),42-23470,USAAF,,unknown,Unknown country,A1,1945
03-JUN-1945,Douglas DC-3A,YS-22,"Aerovias Brasil, lsf TACA",0,"near Ipiabas, RJ",Brazil,A1,1945
03-JUN-1945,Curtiss C-46D,44-77381,USAAF,,,Unknown country,A1,1945
03-JUN-1945,Curtiss C-46D,44-78141,USAAF,,Shingbwiyang,Myanmar,A1,1945
03-JUN-1945,Douglas C-47B (DC-3),43-16148,USAAF,0,BogotÃ¡-Techo Ai...,Colombia,A1,1945
03-JUN-1945,Martin PBM-5 Mariner,59062,US Navy,1,Tanahmera,Indonesia,C1,1945
04-JUN-1945,Douglas DC-3-228F,NC33611,Pan Am,0,Port Of Spain-Pi...,Trinidad & Tobago,A1,1945
04-JUN-1945,Douglas Dakota III (DC-3),FD889,RAF,,unknown,Unknown country,A1,1945
04-JUN-1945,Douglas C-47A (DC-3),43-15640,USAAF,,Melun/Villaroche...,France,A1,1945
05-JUN-1945,Curtiss C-46D,42-101087,USAAF,,,Unknown country,A1,1945
05-JUN-1945,Curtiss C-46D,44-77656,USAAF,,,Unknown country,A1,1945
05-JUN-1945,Douglas C-47 (DC-3),41-38746,USAAF,7,near Sakden,Bhutan,A1,1945
05-JUN-1945,Curtiss C-46A,42-96740,USAAF,,Kunming,China,A1,1945
05-JUN-1945,Douglas Dakota III (DC-3),KG715,RAF,4,near Kyaukpyu,Myanmar,A1,1945
06-JUN-1945,Consolidated C-87,43-30610,USAAF,,near Htawgaw,Myanmar,A1,1945
07-JUN-1945,Douglas R4D-6 (DC-3),17277,US Navy,4,between Momote a...,P.N. Guinea,A1,1945
07-JUN-1945,Douglas C-47A (DC-3),43-15328,USAAF,,Unknown,Unknown country,A1,1945
07-JUN-1945,Consolidated C-109,44-49723,USAAF,,Hsinching Airfie...,China,A1,1945
07-JUN-1945,Douglas Dakota IV (DC-3),KN254,RAF,24,near Dhaka,Bangladesh,A1,1945
08-JUN-1945,Douglas C-47B (DC-3),43-49762,USAAF,8,between Tacloban...,Pacific Ocean,A1,1945
08-JUN-1945,Douglas C-47 (DC-3),41-38605,USAAF,,unknown,Unknown country,A1,1945
08-JUN-1945,Douglas Dakota IV (DC-3),KK167,RAF,,near Kyaukpyu,Myanmar,A1,1945
09-JUN-1945,Curtiss C-46D,44-78243,USAAF,,near Yunnanyi,China,A1,1945
01-JAN-1946,Budd RB-1 Conestoga,NC45347,National Skyway Freight,0,"Bluefield, VA",USA,A1,1946
02-JAN-1946,Douglas C-47B (DC-3),43-49118,USAAF,,near Canton,China,A1,1946
04-JAN-1946,Douglas Dakota IV (DC-3),KN363,RAF,3,"near Hainan Island, S...",Pacific Ocean,A1,1946
05-JAN-1946,Douglas C-47A (DC-3),43-47994,USAAF,8,"near Gumab, Masbate I...",Philippines,A1,1946
06-JAN-1946,Douglas DC-3-392,NC21786,Pennsylvania-Central Airlines,3,Birmingham Airpo...,USA,A1,1946
07-JAN-1946,Curtiss R5C-1 (C-46),39579,USMC,,Tinian Island In...,Northern Mariana Isl,A1,1946
09-JAN-1946,Douglas C-47 (DC-3),,China Air Force,18,Changchun,China,A1,1946
09-JAN-1946,Douglas Dakota III (DC-3),FD919,RAF,0,Semarang Airport...,Indonesia,A1,1946
11-JAN-1946,Douglas C-47B (DC-3),44-77138,USAAF,,near San Jose,Philippines,A1,1946
12-JAN-1946,Douglas C-47A (DC-3),42-93447,USAAF,,Manila-Nichols A...,Philippines,A1,1946
13-JAN-1946,Amiot AAC.1 (Ju-52),F-BANP,Air France,2,"Le Bouscat, Bord...",France,A1,1946
13-JAN-1946,Curtiss C-46D,44-78146,USAAF,12,near Majuro,Marshall Isl.,A1,1946
14-JAN-1946,Douglas Dakota IV (DC-3),KJ817,RAF,5,Mount Bongkok,Indonesia,A1,1946
14-JAN-1946,Douglas Dakota IV (DC-3),KK154,RAF,0,near Blakehill Farm,U.K.,A1,1946
14-JAN-1946,Lisunov Li-2,CCCP-L4150,"Aeroflot, Ukraine",22,"Netrubezh, Kolpn...",Russia,A1,1946
15-JAN-1946,Douglas Dakota IV (DC-3),KN557,RAF,25,near Marseille,France,A1,1946
16-JAN-1946,Douglas Dakota IV (DC-3),KK199,RAF,0,"near Yelvertoft, QLD",Australia,A1,1946
16-JAN-1946,Douglas Dakota III (DC-3),NL205,Netherlands AF,0,Katwijk,Netherlands,A1,1946
16-JAN-1946,Douglas C-54A (DC-4),42-72193,USAAF,0,"near Lula, GA",USA,A1,1946
17-JAN-1946,Douglas Dakota III (DC-3),FD882,RAF,0,Butterworth Airp...,Malaysia,A1,1946
17-JAN-1946,Douglas C-47A (DC-3),43-15469,USAAF,,Unknown,Unknown country,A1,1946
18-JAN-1946,Douglas DC-3-201E,NC19970,Eastern Air Lines,17,"Cheshire, CT",USA,A1,1946
18-JAN-1946,Consolidated PBY-6A Catalina,64029,US Navy,0,near Wake Island,U.S. M.O. Islands,A1,1946
19-JAN-1946,Douglas Dakota III (DC-3),FL636,RCAF,7,"Mount Ptolemy, n...",Canada,A1,1946
19-JAN-1946,Short Sunderland GR.5,PP157,RAF,0,Jesselton,Malaysia,A1,1946
23-JAN-1946,Douglas C-47A (DC-3),G-AGIY,BOAC,,El Adem RAF Station,Libya,A1,1946
23-JAN-1946,Curtiss C-46D,42-101210,USAAF,,,Unknown country,A1,1946
24-JAN-1946,Douglas Dakota IV (DC-3),KN659,RAF,0,Vadodara,India,A1,1946
25-JAN-1946,Douglas Dakota IV (DC-3),KK112,RAF,0,Hmawbi RAF Station,Myanmar,A1,1946
26-JAN-1946,Douglas C-47A (DC-3),CA5,Central Air Transport,,near Wuhan,China,A1,1946
26-JAN-1946,Douglas C-47 (DC-3),,USAAF,4,near Nanking (Nanjing),China,A1,1946
27-JAN-1946,Lisunov Li-2,CCCP-L4131,"Aeroflot, Uzbekistan",0,near Gerelde,Turkmenistan,A1,1946
28-JAN-1946,Douglas Dakota IV (DC-3),KP236,RAF,0,Poona RAF Statio...,India,A1,1946
28-JAN-1946,Douglas C-47B (DC-3),43-16421,USAAF,0,near Taiwan,Pacific Ocean,A1,1946
29-JAN-1946,Douglas Dakota IV (DC-3),KN496,RAF,0,Takoradi Airport...,Ghana,A1,1946
29-JAN-1946,Curtiss C-46D,44-78226,USAAF,12,near Lo-tien-Chen,China,A1,1946
29-JAN-1946,Douglas C-47A (DC-3),42-93339,USAAF,2,Barrackpore Air ...,India,A1,1946
29-JAN-1946,Douglas R4D-6 (DC-3),50805,US Navy,,near Pearl Harbor NAS...,USA,A1,1946
30-JAN-1946,Douglas Dakota IV (DC-3),KN500,RAF,11,near Le Mans,France,A1,1946
30-JAN-1946,Douglas Dakota III (DC-3),KG427,RAF,0,KÃ¸benhavn-Kastr...,Denmark,A1,1946
30-JAN-1946,Douglas Dakota IV (DC-3),KN326,RAF,0,Semarang Airport...,Indonesia,A1,1946
30-JAN-1946,Boeing B-17G,OY-DFE,DDL,0,KÃ¸benhavn-Kastr...,Denmark,A1,1946
31-JAN-1946,Douglas DC-3-194H,NC25675,United Airlines,21,"Elk Mountain, WY",USA,A1,1946
31-JAN-1946,Douglas C-47A (DC-3),42-93585,USAAF,,Lipa-Fernando Ai...,Philippines,A1,1946
31-JAN-1946,Curtiss C-46D,44-78082,USAAF,,,Unknown country,A1,1946
31-JAN-1946,Douglas C-47B (DC-3),43-16243,USAAF,,unknown,Unknown country,A1,1946
31-JAN-1946,Douglas C-47B (DC-3),44-76436,USAAF,,unknown,Unknown country,A1,1946
31-JAN-1946,Douglas C-47A (DC-3),CCCP-L854,"Aeroflot, Moscow",3,Solntsevo distri...,Russia,A1,1946
01-FEB-1946,Douglas C-54G (DC-4),45-485,USAAF,0,Fujisawa Air Base,Japan,A1,1946
02-FEB-1946,Amiot AAC.1 (Ju-52),F-BALK,Air France,0,Belo Airport (BMD),Madagascar,A1,1946
02-FEB-1946,Douglas Dakota IV (DC-3),KJ996,RAF,5,near Pegu,Myanmar,A1,1946
02-FEB-1946,Douglas C-47A (DC-3),43-15755,USAAF,,near Aurora-Lowry AFB...,USA,A1,1946
02-FEB-1946,Douglas C-47A (DC-3),42-92879,USAAF,5,near Aix-en-Provence,France,A1,1946
03-FEB-1946,Douglas Dakota III (DC-3),KG502,RAF,6,near Carlisle,U.K.,A1,1946
03-FEB-1946,Douglas R5D-2 (C-54B),90395,US Navy,,,China,A1,1946
04-FEB-1946,Amiot AAC.1 (Ju-52),F-BAKO,Air France,0,Menorca-MahÃ³n A...,Spain,A1,1946
05-FEB-1946,Douglas DC-3A-414A,PP-CBS,Cruzeiro do Sul,0,"IlhÃ©us Airport,...",Brazil,A1,1946
05-FEB-1946,Douglas C-47A (DC-3),42-23619,USAAF,24,Negros Island,Philippines,A1,1946
07-FEB-1946,Douglas Dakota IV (DC-3),KP219,RAF,0,Dhorro Naro,India,A1,1946
07-FEB-1946,Junkers Ju-52/3m,T.2-5,Spanish AF,10,near Huerta,Spain,A1,1946
09-FEB-1946,Douglas C-47A (DC-3),42-93598,USAAF,,near Dumog,Philippines,A1,1946
11-FEB-1946,Douglas Dakota IV (DC-3),KN205,RAF,0,near Saigon,Vietnam,A1,1946
12-FEB-1946,Lockheed 18 Lodestar,YV-AFI,LAV,0,near Barquisimeto,Venezuela,A1,1946
12-FEB-1946,Douglas Dakota IV (DC-3),KN229,RAF,5,Victoria Point,Myanmar,A1,1946
12-FEB-1946,Douglas Dakota IV (DC-3),KN206,RAF,,Victoria Point A...,Myanmar,O1,1946
13-FEB-1946,Douglas Dakota III (DC-3),KG397,RCAF,8,near Warlingham,U.K.,A1,1946
13-FEB-1946,Short Sunderland GR.5,VB885,RAF,10,Lee-on-Solent,U.K.,A1,1946
15-FEB-1946,Curtiss C-46D,44-78240,USAAF,,,Unknown country,A1,1946
15-FEB-1946,Douglas C-47A (DC-3),A65-11,RAAF,0,Lae,P.N. Guinea,A1,1946
15-FEB-1946,Douglas C-47B (DC-3),43-48915,USAAF,,"near Orlando, FL",USA,A1,1946
15-FEB-1946,Short S.25 Sunderland 3,G-AGET,BOAC,1,Calcutta,India,O1,1946
19-FEB-1946,Douglas C-47B (DC-3),43-48320,USAAF,,"near Sanborn, NY",USA,A1,1946
19-FEB-1946,Short Sunderland GR.3,PP121,RAF,0,Wig Bay,U.K.,O1,1946
20-FEB-1946,Lisunov PS-84,CCCP-L4162,Aeroflot,0,Minsk-1 Airport ...,Belarus,A1,1946
21-FEB-1946,Consolidated 32-2 Liberator II,G-AGEM,BOAC,1,"Charlottetown, P...",Canada,A1,1946
21-FEB-1946,Curtiss R5C-1 (C-46),50695,USMC,0,Johnston Island ...,U.S. M.O. Islands,A1,1946
22-FEB-1946,Douglas Dakota IV (DC-3),KJ851,RAF,0,Bandung Airport ...,Indonesia,A1,1946
22-FEB-1946,Douglas Dakota IV (DC-3),KK208,RAF,0,near Yangon-Mingalado...,Myanmar,A1,1946
23-FEB-1946,Douglas Dakota III (DC-3),KG799,RAF,0,near MÃ©lisey,France,A1,1946
25-FEB-1946,Douglas C-47 (DC-3),NC14941,Air Carrier Transport,,"Newark, NJ",USA,A1,1946
25-FEB-1946,Douglas C-47B (DC-3),A65-110,RAAF,,Tacloban Airport...,Philippines,A1,1946
27-FEB-1946,Douglas C-47A (DC-3),A65-24,RAAF,0,Laverton Airport...,Australia,O1,1946
01-MAR-1946,Douglas DC-2-243,C-157,TACA de Colombia,,Medellin,Colombia,A1,1946
01-MAR-1946,Douglas Dakota III (DC-3),KG425,RAF,0,Anzio,Italy,A1,1946
03-MAR-1946,Douglas DC-3-277B,NC21799,American Airlines,25,"Thing Mountain, CA",USA,A1,1946
03-MAR-1946,Douglas C-47 (DC-3),CA2,Central Air Transport,,"Jinan, Shandong",China,A1,1946
04-MAR-1946,Short S.25 Sunderland 3,G-AGEV,BOAC,0,Poole Harbour,U.K.,A1,1946
05-MAR-1946,Amiot AAC.1 (Ju-52),OK-ZDN,CSA,10,near Praha-Ruzyne Int...,Czech Rep.,A1,1946
05-MAR-1946,Short Sunderland GR.3,EK595,RAF,0,Basra,Iraq,A1,1946
06-MAR-1946,Douglas Dakota IV (DC-3),KJ951,RAF,0,Jakarta-Kemayora...,Indonesia,A1,1946
08-MAR-1946,Douglas C-47A (DC-3),NC39188,Air Cargo Transport,0,Newark Internati...,USA,O1,1946
08-MAR-1946,Douglas C-47 (DC-3),NC41798,Air Cargo Transport,0,Newark Internati...,USA,O1,1946
08-MAR-1946,Douglas DC-3,NC13726,Air Cargo Transport,,"Newark, NJ (EWR)",USA,U1,1946
10-MAR-1946,Douglas C-47 (DC-3),VH-AET,ANA,25,Derwent River es...,Australia,A1,1946
10-MAR-1946,Short S.25 Sunderland 3,G-AGHV,BOAC,0,Rod-el-Farag,Egypt,O1,1946
11-MAR-1946,Consolidated PBY-5A Catalina,48389,US Navy,0,"near Newport Beach, DE",USA,A1,1946
12-MAR-1946,Douglas Dakota III (DC-3),FD828,RAF,0,Radcliffe-on-Trent,U.K.,A1,1946
12-MAR-1946,Douglas Dakota III (DC-3),FD823,RAF,,unknown,Unknown country,A1,1946
14-MAR-1946,Douglas Dakota III (DC-3),KN317,RAF,,unknown,Unknown country,A1,1946
15-MAR-1946,Douglas Dakota IV (DC-3),KN351,RAF,0,Yangon-Mingalado...,Myanmar,A1,1946
15-MAR-1946,Douglas Dakota IV (DC-3),KN614,RAF,0,Singapore-Kallan...,Singapore,A1,1946
16-MAR-1946,Douglas C-47B (DC-3),43-48775,USAAF,3,near Zirc,Hungary,A1,1946
17-MAR-1946,Douglas C-47 (DC-3),,China Air Force,20,Nanjing,China,A1,1946
19-MAR-1946,Douglas C-47B (DC-3),45-1085,USAAF,26,"near Hobard Mills, CA",USA,A1,1946
20-MAR-1946,Douglas C-47B (DC-3),44-77256,USAAF,,Seoul-Gimpo (Kim...,South Korea,A1,1946
22-MAR-1946,Lisunov Li-2,,"Aeroflot, Yakutsk",,near Anadyr,Russia,A1,1946
22-MAR-1946,Douglas C-47A (DC-3),CCCP-L893,Aeroflot,5,"near Bakovka, Kuntsev...",Russia,A1,1946
23-MAR-1946,Avro 691 Lancastrian C.1,G-AGLX,"BOAC, op.for Qantas",10,Indian Ocean,Indian Ocean,A1,1946
23-MAR-1946,Curtiss C-46D,44-77403,USAAF,,,Unknown country,A1,1946
23-MAR-1946,Douglas C-47B (DC-3),43-16211,USAAF,19,Banahao Mountain,Philippines,A1,1946
26-MAR-1946,Douglas Dakota IV (DC-3),KN366,RAF,4,Lantau Island,Hong Kong,A1,1946
27-MAR-1946,Short Sunderland GR.5,PP103,RAF,13,Singapore-Seleta...,Singapore,A1,1946
28-MAR-1946,Douglas Dakota III (DC-3),KG660,RAF,0,Brampton,U.K.,A1,1946
28-MAR-1946,Consolidated PBY-5 Catalina,08437,US Navy,,Corpus Christi N...,USA,A1,1946
28-MAR-1946,Kawasaki Ki-56,514,Dalstroi Aviation,1,Zyryanka Airport,Russia,A1,1946
28-MAR-1946,Douglas Dakota (DC-3),FD783,RAF,,unknown,Unknown country,U1,1946
29-MAR-1946,Lockheed L-049 Constellation,NC86510,TWA,0,Washington-Natio...,USA,A1,1946
29-MAR-1946,Douglas Dakota IV (DC-3),KN644,RAF,5,near Sinhkung,Myanmar,A1,1946
29-MAR-1946,Douglas Dakota IV (DC-3),KN643,RAF,8,near Sinhkung,Myanmar,A1,1946
29-MAR-1946,Douglas Dakota IV (DC-3),KP270,RAF,7,Bina,Myanmar,A1,1946
31-MAR-1946,Douglas R4D-7 (DC-3),39100,US Navy,6,near Touho,New Caledonia,A1,1946
31-MAR-1946,Douglas C-47A (DC-3),CA6,Central Air Transport,0,Hunan,China,A1,1946
01-APR-1946,Consolidated PBY-5A Catalina,46612,US Navy,,Port Angeles CGA...,USA,A1,1946
01-APR-1946,Consolidated PBY-5A Catalina,48270,US Navy,,"Laupahoehoe, HI",USA,A1,1946
02-APR-1946,Douglas C-47A (DC-3),CCCP-L924,Aeroflot,6,"Mount Guram, Nor...",Russia,A1,1946
03-APR-1946,Douglas Dakota IV (DC-3),KP241,RAF,2,Stoney Cross RAF...,U.K.,A1,1946
04-APR-1946,Douglas R4D-6 (DC-3),50771,US Navy,11,near Albuquerque-Kirt...,USA,A1,1946
04-APR-1946,Douglas Dakota III (DC-3),KG361,RAF,,unknown,Unknown country,A1,1946
05-APR-1946,Ford 4-AT-D Tri-Motor,HC-SBC,Shell Ecuador,0,Ayuy Airstrip,Ecuador,A1,1946
